facility_name,street1,city,postal_code,country,latitude,longitude,phone
Walgreens,1546 N CENTRAL AVE,CHICAGO,60651,,,,
Walgreens,10300 S MICHIGAN AVE,CHICAGO,60628,,,,
Walgreens,5650 W BELMONT AVE,Chicago,60634,,,,
CVS/pharmacy,4051 NORTH LINCOLN AVENUE,CHICAGO,60618,,,,
Walgreens,316 W CERMAK RD,CHICAGO,60616,,,,
Walgreens,4343 N KEDZIE AVE,Chicago,60618,,,,
CVS/pharmacy,2722 NORTH CENTRAL AVENUE,Chicago,60639,,,,
CVS/pharmacy,771 NORTH OGDEN AVENUE,CHICAGO,60622,,,,
Nigerian Islamic Association,932 W. Sheridan Rd.,Chicago,60613,,,,
35th Ward Office,4353 W. Armitage,Chicago,60639,,,,
Walgreens,7410 N CLARK ST,Chicago,60626,,,,
CVS/pharmacy,745 WEST 103 ROAD STREET,Chicago,60628,,,,
Walgreens,641 N CLARK ST,CHICAGO,60654,,,,
Walgreens,7045 S PULASKI RD,Chicago,60629,,,,
16th Ward Office,3045 W. 63rd St.,Chicago,60629,,,,
Walgreens,200 W ADAMS ST,Chicago,60606,,,,
Walgreens,7045 S PULASKI RD,CHICAGO,60629,,,,
Walgreens,5158 N LINCOLN AVE,CHICAGO,60625,,,,
24th Ward-Greater Galilee Church,1308 S INDEPENDENCE BLVD,CHICAGO,60623,,,,
CVS/pharmacy,2418 WEST DIVISION STREET,Chicago,60622,,,,
CVS/pharmacy,2053 NORTH MILWAUKEE AVENUE,Chicago,60647,,,,
Walgreens,8636 S ASHLAND AVE,CHICAGO,60620,,,,
21st Ward Office,9011 S. Ashland Ave.,Chicago,60620,,,,
Walgreens,5435 S KEDZIE AVE,CHICAGO,60632,,,,
Walgreens,953 W IRVING PARK RD,CHICAGO,60613,,,,
CVS/pharmacy,2722 NORTH CENTRAL AVENUE,CHICAGO,60639,,,,
19th Ward Office,10402 S WESTERN AVE,CHICAGO,60643,,,,
32nd Ward Office,2657 N. Clybourn Ave.,Chicago,60614,,,,
CVS/pharmacy,3951 WEST 103RD STREET,CHICAGO,60655,,,,
45th Ward Office,4754 N. Milwaukee Ave.,Chicago,60630,,,,
CVS/pharmacy,7855 SOUTH WESTERN AVENUE,Chicago,60652,,,,
Walgreens,833 W 115TH ST,CHICAGO,60643,,,,
Walgreens,1333 W BELMONT AVE,CHICAGO,60657,,,,
CVS/pharmacy,520 SOUTH  STATE STREET,Chicago,60605,,,,
Walgreens,912 W BELMONT AVE,CHICAGO,60657,,,,
11th Ward-McGuane Park,2901 S. Poplar Ave.,Chicago,60608,,,,
Walgreens,6140 N WESTERN AVE,CHICAGO,60659,,,,
Kennedy King College - Family Flu Day,6343 S. Halsted St.,Chicago,60621,,,,
8th Ward Office,8539 S. Cottage Grove Ave.,Chicago,60619,,,,
30th Ward-Kilbourn Park,3501 N KILBOURN AVE,CHICAGO,60641,,,,
Walgreens,3358 N WESTERN AVE,CHICAGO,60618,,,,
Walgreens,2 E ROOSEVELT RD,CHICAGO,60605,,,,
Chicago Police Department - 11th District,3153 W. Harrison St.,Chicago,60612,,,,
Jewel-Osco 3349,2520 N Narragansett Ave.,Chicago,60639,,,,
CVS/pharmacy,2053 NORTH MILWAUKEE AVENUE,Chicago,60647,,,,
Walgreens,3934 W DIVERSEY AVE,CHICAGO,60647,,,,
Walgreens,7155 W FOSTER AVE,CHICAGO,60656,,,,
CVS/pharmacy,4801 NORTH CENTRAL AVENUE,CHICAGO,60630,,,,
Walgreens,2345 W 103RD ST,Chicago,60643,,,,
Walgreens,7410 N CLARK ST,CHICAGO,60626,,,,
National Museum of Mexican Art,1852 W. 19th St.,Chicago,60608,,,,
Walgreens,933 N STATE ST,Chicago,60610,,,,
Walgreens,3405 S KING DR,Chicago,60616,,,,
Walgreens,225 E CHICAGO AVE,CHICAGO,60611,,,,
Operation Warm-UIC Forum,725 W. Roosevelt Rd.,Chicago,60607,,,,
25th Ward Office,1645 S. Blue Island Ave.,Chicago,60608,,,,
Walgreens,3110 W ARMITAGE AVE,CHICAGO,60647,,,,
Walgreens,5625 N RIDGE AVE,CHICAGO,60660,,,,
Chicago Police Department - 19th District,2452 W. Belmont Ave.,Chicago,60618,,,,
Walgreens,6140 N WESTERN AVE,Chicago,60659,,,,
Walgreens,1554 E 55TH ST,Chicago,60615,,,,
Walgreens,3303 W 26TH ST,CHICAGO,60623,,,,
Walgreens,933 N STATE ST,Chicago,60610,,,,
Walgreens,1500 W WILSON AVE,CHICAGO,60640,,,,
Walgreens,2351 E 71st,CHICAGO,60649,,,,
Walgreens,1520 W FULLERTON AVE,CHICAGO,60614,,,,
Walgreens,347 E 95TH ST,Chicago,60619,,,,
Walgreens,4817 W FULLERTON AVE,CHICAGO,60639,,,,
Walgreens,5158 N LINCOLN AVE,Chicago,60625,,,,
CVS/pharmacy,3940 WEST FULLERTON AVENUE,CHICAGO,60647,,,,
Walgreens,1601 N WELLS ST,CHICAGO,60614,,,,
CVS/pharmacy,5205 NORTH BROADWAY STREET,Chicago,60640,,,,
CVS/pharmacy,175 WEST JACKSON BOULEVARD,CHICAGO,60604,,,,
CVS/pharmacy,2815 NORTH WESTERN AVENUE,Chicago,60618,,,,
Walgreens,3000 S HALSTED ST,CHICAGO,60608,,,,
Walgreens,2011 E 95TH ST,Chicago,60617,,,,
Walgreens,2317 N CLARK ST,CHICAGO,60614,,,,
Walgreens,5401 S WENTWORTH AVE,CHICAGO,60609,,,,
14th Ward-Polish Highlanders,4808 S. Archer Ave.,Chicago,60632,,,,
2nd Ward-Old St. Marys Church,1500 S MICHIGAN AVE,CHICAGO,60605,,,,
Walgreens,347 E 95TH ST,CHICAGO,60619,,,,
MinuteClinic Inside CVS/pharmacy Store # 08753,3637 NORTH SOUTHPORT AVENUE,CHICAGO,60613,,,,
Walgreens,3046 N HALSTED ST,Chicago,60657,,,,
CVS/pharmacy,121 WEST KINZIE STREET,Chicago,60610,,,,
CVS/pharmacy,2427 WEST CHICAGO AVENUE,Chicago,60622,,,,
CVS/pharmacy,2418 WEST DIVISION STREET,CHICAGO,60622,,,,
Jewel-Osco 2500,1340 S. Canal St,Chicago,60607,,,,
Walgreens,3798 S WESTERN AVE,CHICAGO,60609,,,,
Walgreens,5140 W DIVERSEY AVE,Chicago,60639,,,,
Walgreens,5414 S ARCHER AVE,Chicago,60638,,,,
Walgreens,11833 S WESTERN AVE,CHICAGO,60643,,,,
Walgreens,300 N MICHIGAN AVE,CHICAGO,60601,,,,
Walgreens,7155 W FOSTER AVE,Chicago,60656,,,,
CVS/pharmacy,2634 SOUTH PULASKI ROAD,CHICAGO,60623,,,,
CVS/pharmacy,11055 SOUTH WESTERN AVENUE,Chicago,60643,,,,
Cherubim & Seraphim Church,4850 N. Sawyer Ave.,Chicago,60625,,,,
Walgreens,7150 W ARCHER AVE,CHICAGO,60638,,,,
CVS/pharmacy,6150 NORTH BROADWAY,CHICAGO,60660,,,,
Walgreens,1546 N CENTRAL AVE,CHICAGO,60651,,,,
Walgreens,2351 E 71st,CHICAGO,60649,,,,
Walgreens,191 N CLARK ST,CHICAGO,60601,,,,
Trinity United Church of Christ,400 W. 95th St.,Chicago,60628,,,,
Walgreens,11801 S AVENUE O,Chicago,60617,,,,
MinuteClinic Inside CVS/pharmacy Store # 08699,137 SOUTH STATE STREET,CHICAGO,60603,,,,
CVS/pharmacy,520 SOUTH  STATE STREET,Chicago,60605,,,,
Jewel-Osco 3443,5345 Broadway St.,Chicago,60640,,,,
42nd Ward - FUMC Chicago Temple,77 W. Washington St.,Chicago,60602,,,,
CVS/pharmacy,4777 NORTH MILWAUKEE AVENUE,Chicago,60630,,,,
47th Ward-Sulzer Library,4455 N. Lincoln Ave.,Chicago,60625,,,,
CVS/pharmacy,1228 EAST 53RD STREET,Chicago,60637,,,,
CVS/pharmacy,8639 SOUTH CICERO AVENUE,CHICAGO,60652,,,,
Walgreens,6809 W BELMONT AVE,CHICAGO,60634,,,,
Walgreens,1614 W 47TH ST,CHICAGO,60609,,,,
Walgreens,2835 N SHEFFIELD AVE STE 505,CHICAGO,60657,,,,
Walgreens,5230 N MILWAUKEE AVE,Chicago,60630,,,,
CVS/pharmacy,3343 WEST MONTROSE AVENUE,Chicago,60618,,,,
Jewel-Osco 2502,2550 N. Clybourn Ave,Chicago,60614,,,,
Walgreens,3201 N BROADWAY ST,CHICAGO,60657,,,,
Walgreens,1614 W 47TH ST,CHICAGO,60609,,,,
Physicians Immediate Care,4211 N. Cicero Ave.,Chicago,60641,,,,
Walgreens,1601 N MILWAUKEE AVE,CHICAGO,60647,,,,
29th Ward Office,6272 W. North Ave.,Chicago,60639,,,,
Walgreens,1601 N WELLS ST,CHICAGO,60614,,,,
Villa Guadalupe,3201 E. 91st St.,Chicago,60617,,,,
Walgreens,6016 W 63RD ST,Chicago,60638,,,,
St Francis of Assisi,813 W. Roosevelt Rd.,Chicago,60608,,,,
CVS/pharmacy,101 NORTH CLINTON STREET,CHICAGO,60661,,,,
Walgreens,8628 S COTTAGE GROVE AVE,CHICAGO,60619,,,,
17th Ward Office,1344 W. 79th St.,Chicago,60620,,,,
Walgreens,833 W 115TH ST,Chicago,60643,,,,
Walgreens,5625 N RIDGE AVE,CHICAGO,60660,,,,
Truman College-Family Flu Day,1145 W. Wilson Ave.,Chicago,60640,,,,
Walgreens,3019 W PETERSON AVE,CHICAGO,60659,,,,
Jewel-Osco 3187,11730 S. Marshfield Ave.,Chicago,60643,,,,
2nd Ward Latin School of Chicago (Loggia RM),59 W. North Blvd,Chicago,60610,,,,
Walgreens,1633 W 95TH ST,Chicago,60643,,,,
CVS/pharmacy,5360 SOUTH WESTERN AVENUE,CHICAGO,60609,,,,
25th Ward-Lozano Library,1805 S LOOMIS ST,CHICAGO,60608,,,,
36th Ward Office,6934 W. Diversey Ave.,Chicago,60707,,,,
Walgreens,342 E ILLINOIS ST,CHICAGO,60611,,,,
Lower West WIC,1643 W CERMAK RD,CHICAGO,60608,,,,
Walgreens,3303 W 26TH ST,CHICAGO,60623,,,,
Walgreens,740 W DIVERSEY PKWY,Chicago,60614,,,,
CVS/pharmacy,1819 NORTH HARLEM AVENUE,CHICAGO,60707,,,,
28th Ward-Garfield Center,10 S KEDZIE AVE,CHICAGO,60612,,,,
16th Ward-Hope Presbyterian,1354 W 61ST ST,CHICAGO,60636,,,,
Walgreens,3611 E 106TH ST,CHICAGO,60617,,,,
23rd Ward-West Communities YMCA,6235 S. Homan Ave.,Chicago,60629,,,,
CVS/pharmacy,2414 NORTH LINCOLN AVENUE,CHICAGO,60614,,,,
CVS/pharmacy,520 SOUTH  STATE STREET,CHICAGO,60605,,,,
Walgreens,1200 N DEARBORN ST,CHICAGO,60610,,,,
Walgreens,4700 S HALSTED ST,CHICAGO,60609,,,,
CVS/pharmacy,845 WEST WILSON AVENUE,Chicago,60640,,,,
Walgreens,122 S MICHIGAN AVE,CHICAGO,60603,,,,
Walgreens,8628 S COTTAGE GROVE AVE,CHICAGO,60619,,,,
CVS/pharmacy,8025 SOUTH ASHLAND AVENUE,Chicago,60620,,,,
Walgreens,3934 W DIVERSEY AVE,CHICAGO,60647,,,,
Walgreens,5650 W BELMONT AVE,Chicago,60634,,,,
Walgreens,1616 E 87TH ST,CHICAGO,60617,,,,
Walgreens,4385 S ARCHER AVE,Chicago,60632,,,,
Villa Guadalupe Senior Service Inc.,3201 E. 91st St.,Chicago,60617,,,,
13th Ward - West Lawn Park,4233 W. 65th St.,Chicago,60629,,,,
1st Ward Office,2058 N WESTERN AVE,CHICAGO,60647,,,,
Walgreens,11833 S WESTERN AVE,CHICAGO,60643,,,,
Arturo Velasquez Institute-Family Flu Day,2800 S. Western Ave.,Chicago,60608,,,,
Chicago Department of Family Support Services King Community Service Center,4314 S. Cottage Grove Ave.,Chicago,60653,,,,
CVS/pharmacy,3146 WEST MADISON,Chicago,60612,,,,
CVS/pharmacy,1713 SOUTH ASHLAND AVENUE,Chicago,60608,,,,
17th Ward Office,1344 W. 79th St.,Chicago,60620,,,,
Walgreens,6310 N NAGLE AVE,CHICAGO,60646,,,,
32nd Ward Office,2657 N. Clybourn Ave.,Chicago,60614,,,,
Walgreens,8636 S ASHLAND AVE,Chicago,60620,,,,
CVS/pharmacy,3311 NORTH PULASKI ROAD,Chicago,60641,,,,
Walgreens,2 E ROOSEVELT RD,CHICAGO,60605,,,,
CVS/pharmacy,6510 NORTH SHERIDAN ROAD,CHICAGO,60626,,,,
Walgreens,7150 W ARCHER AVE,Chicago,60638,,,,
49th Ward Office,7356 N GREENVIEW AVE,CHICAGO,60626,,,,
Walgreens,3201 N BROADWAY ST,CHICAGO,60657,,,,
Walgreens,6315 S KEDZIE AVE,CHICAGO,60629,,,,
CVS/pharmacy,3343 WEST MONTROSE AVENUE,CHICAGO,60618,,,,
Walgreens,3800 W MADISON ST STE 101,Chicago,60624,,,,
Walgreens,5935 W ADDISON ST,CHICAGO,60634,,,,
CVS/pharmacy,4801 N CENTRAL AVE,Chicago,60630,,,,
41st Ward-Taft High School,6530 W BRYN MAWR AVE,CHICAGO,60631,,,,
Walgreens,2817 N CLARK ST,CHICAGO,60657,,,,
Uptown Neighborhood Health Center,845 W WILSON AVE,CHICAGO,60640,,,,
Walgreens,3611 E 106TH ST,CHICAGO,60617,,,,
Walgreens,201 W MADISON ST,Chicago,60606,,,,
CVS/pharmacy,2634 SOUTH PULASKI ROAD,CHICAGO,60623,,,,
30th Ward-Kilbourn Park,3501 N. Kilbourn Ave.,Chicago,60641,,,,
CVS/pharmacy,4801 NORTH CENTRAL AVENUE,Chicago,60630,,,,
16th Ward Office,1504 W. 63rd St.,Chicago,60629,,,,
CVS/pharmacy,2722 NORTH CENTRAL AVENUE,Chicago,60639,,,,
Kmart Pharmacy,17355 TORRENCE AVE,LANSING,60438,,,,
CVS/pharmacy,741 WEST 31ST STREET,CHICAGO,60608,,,,
31st Ward-Kosciuszko Park,2732 N. Avers Ave.,Chicago,60647,,,,
CVS/pharmacy,4800 NORTH DAMEN AVENUE,CHICAGO,60625,,,,
Trinity United Church of Christ,400 W. 95th St.,Chicago,60628,,,,
Walgreens,6140 N WESTERN AVE,CHICAGO,60659,,,,
7th Ward Office,2249 E. 95th St.,Chicago,60617,,,,
Jewel-Osco 3170,5324 South Pulaski,Chicago,60632,,,,
Walgreens,7111 S WESTERN AVE,Chicago,60636,,,,
Walgreens,30 N MICHIGAN AVE,CHICAGO,60602,,,,
CVS/pharmacy,400 WEST MADISON STREET,Chicago,60606,,,,
CVS/pharmacy,4801 N CENTRAL AVE,Chicago,60630,,,,
CVS/pharmacy,3637 N SOUTHPORT AVE,Chicago,60613,,,,
Chicago Police Department - 19th District,2452 W BELMONT AVE,CHICAGO,60618,,,,
Walgreens,5435 S KEDZIE AVE,CHICAGO,60632,,,,
Walgreens,680 N LAKE SHORE DR,CHICAGO,60611,,,,
CVS/pharmacy,6355 WEST BELMONT,CHICAGO,60634,,,,
Truman College,1145 W WILSON AVE,CHICAGO,60640,,,,
Walgreens,1213 W 79TH ST,CHICAGO,60620,,,,
3rd Ward Office,5046 S. State St.,Chicago,60609,,,,
Walgreens,5874 S ARCHER AVE,Chicago,60638,,,,
Wright College-Family Flu Day,4300 N. Narragansett Ave.,Chicago,60634,,,,
CVS/pharmacy,845 WEST WILSON AVENUE,CHICAGO,60640,,,,
Walgreens,912 W BELMONT AVE,CHICAGO,60657,,,,
CVS/pharmacy,11055 SOUTH WESTERN AVENUE,CHICAGO,60643,,,,
Walgreens,316 W CERMAK RD,CHICAGO,60616,,,,
30th Ward-Kilbourn Park,3501 N. Kilbourn Ave.,Chicago,60641,,,,
Walgreens,833 W 115TH ST,CHICAGO,60643,,,,
Walgreens,1500 W WILSON AVE,CHICAGO,60640,,,,
Walgreens,1650 W CHICAGO AVE,CHICAGO,60622,,,,
Walgreens,201 W MADISON ST,CHICAGO,60606,,,,
Walgreens,711 W NORTH AVE STE 204,Chicago,60610,,,,
Walgreens,1333 W BELMONT AVE,CHICAGO,60657,,,,
Walgreens,5140 W DIVERSEY AVE,CHICAGO,60639,,,,
Walgreens,1926 W 35TH ST,Chicago,60609,,,,
Walgreens,5435 S KEDZIE AVE,Chicago,60632,,,,
Walgreens,680 N LAKE SHORE DR,Chicago,60611,,,,
Walgreens,6310 N NAGLE AVE,Chicago,60646,,,,
37th Ward Office,4926 W. Chicago Ave.,Chicago,60651,,,,
CVS/pharmacy,137 S STATE ST,Chicago,60603,,,,
Walgreens,6016 W 63RD ST,CHICAGO,60638,,,,
Walgreens,3046 N HALSTED ST,Chicago,60657,,,,
CVS/pharmacy,741 WEST 31ST STREET,Chicago,60608,,,,
Villa Guadalupe Senior Service,3201 E. 91st St.,Chicago,60617,,,,
Walgreens,4801 N LINCOLN AVE,CHICAGO,60625,,,,
Walgreens,"251 E HURON STREET, SUITE 2B114",CHICAGO,60611,,,,
Walgreens,5753 N CANFIELD AVE,CHICAGO,60631,,,,
46th Ward Office,4544 N. Broadway Ave.,Chicago,60640,,,,
9th Ward-Palmer Park,201 E. 111th St.,Chicago,60628,,,,
21st Ward,9011 S. Ashland Ave.,Chicago,60620,,,,
20th Ward-Kennedy King College,6301 S. Halsted St.,Chicago,60621,,,,
9th Ward-Palmer Park,201 E. 111th St.,Chicago,60628,,,,
Uptown Neighborhood Health Center,845 W WILSON AVE,CHICAGO,60640,,,,
CVS/pharmacy,8712 SOUTH STONY ISLAND AVENUE,Chicago,60619,,,,
CVS/pharmacy,8444 SOUTH PULASKI ROAD,CHICAGO,60652,,,,
Walgreens,4385 S ARCHER AVE,CHICAGO,60632,,,,
BCBSIL Blue Door Neighborhood Center,756 E. 111th St.,Chicago,60628,,,,
Walgreens,1926 W 35TH ST,CHICAGO,60609,,,,
MinuteClinic Inside CVS/pharmacy Store # 08698,1165 NORTH CLARK STREET,CHICAGO,60610,,,,
26th Ward-Humboldt Park,1440 N. Humboldt Dr.,Chicago,60622,,,,
28th Ward Office,2622 W. Jackson Blvd.,Chicago,60608,,,,
Walgreens,300 N MICHIGAN AVE,Chicago,60601,,,,
Walgreens,4801 N LINCOLN AVE,CHICAGO,60625,,,,
CVS/pharmacy,175 WEST JACKSON BOULEVARD,Chicago,60604,,,,
22nd Ward-El Valor Children & Family Center,2434 S. Kildare Ave.,Chicago,60623,,,,
17th Ward Office,1344 W. 79th St.,Chicago,60620,,,,
Walgreens,2924 E 92ND ST,CHICAGO,60617,,,,
Walgreens,1931 W CERMAK RD,Chicago,60608,,,,
17th Ward Office,1344 W. 79th St.,Chicago,60620,,,,
6th Ward - Salvation Army Red Shield Center,945 W. 69th St.,Chicago,60621,,,,
Walgreens,7150 W ARCHER AVE,CHICAGO,60638,,,,
Englewood Neighborhood Health Center,641 W. 63rd St.,Chicago,60621,,,,
Walgreens,3934 W DIVERSEY AVE,Chicago,60647,,,,
Walgreens,1333 W BELMONT AVE,CHICAGO,60657,,,,
Walgreens,7901 S WESTERN AVE,CHICAGO,60620,,,,
Walgreens,1601 N WELLS ST,CHICAGO,60614,,,,
Walgreens,1320 E 47TH ST,Chicago,60653,,,,
Walgreens,5036 S COTTAGE GROVE AVE,Chicago,60615,,,,
Kennedy King College,6343 S HALSTED ST,CHICAGO,60621,,,,
13th Ward-West Lawn Park,4233 W 65TH ST,CHICAGO,60629,,,,
Walgreens,1926 W 35TH ST,CHICAGO,60609,,,,
CVS/pharmacy,6200 WEST HIGGINS AVENUE,CHICAGO,60630,,,,
CVS/pharmacy,641 WEST 63RD STREET,CHICAGO,60652,,,,
CVS/pharmacy,130 SOUTH CANAL STREET,Chicago,60606,,,,
Walgreens,5140 W DIVERSEY AVE,CHICAGO,60639,,,,
Walgreens,200 W ADAMS ST,CHICAGO,60606,,,,
40th Ward Office,5850 N. Lincoln Ave.,Chicago,60659,,,,
CVS/pharmacy,175 WEST JACKSON BOULEVARD,Chicago,60604,,,,
Walgreens,5036 S COTTAGE GROVE AVE,CHICAGO,60615,,,,
CVS/pharmacy,3615 NORTH CENTRAL AVENUE,Chicago,60634,,,,
CVS/pharmacy,3146 WEST MADISON,CHICAGO,60612,,,,
Walgreens,5600 W FULLERTON AVE,Chicago,60639,,,,
Walgreens,2015 E 79TH ST,CHICAGO,60649,,,,
Walgreens,3222 N MILWAUKEE AVE,CHICAGO,60618,,,,
Walgreens,2015 E 79TH ST,Chicago,60649,,,,
CVS/pharmacy,1165 N CLARK,Chicago,60610,,,,
CVS/pharmacy,3311 NORTH PULASKI ROAD,CHICAGO,60641,,,,
Walgreens,3019 W PETERSON AVE,Chicago,60659,,,,
32nd Ward Office,2657 N CLYBOURN AVE,CHICAGO,60614,,,,
Walgreens,1533 E 67TH ST,CHICAGO,60637,,,,
St. Francis of Assisi Church,813 W. Roosevelt Rd.,Chicago,60608,,,,
Walgreens,5230 N MILWAUKEE AVE,CHICAGO,60630,,,,
St. Francis of Assisi Church,813 W. Roosevelt Rd.,Chicago,60608,,,,
Walgreens,151 N STATE ST,CHICAGO,60601,,,,
Truman College-Family Flu Day,1145 W. Wilson Ave.,Chicago,60640,,,,
Kmart Pharmacy,7050 S PULASKI,CHICAGO,60629,,,,
CVS/pharmacy,2825 WEST DEVON AVENUE,CHICAGO,60659,,,,
Walgreens,4343 N CENTRAL AVE,CHICAGO,60634,,,,
Chicago Police Department - HQ,3510 S. Michigan Ave.,Chicago,60653,,,,
Walgreens,2340 W MADISON ST,Chicago,60612,,,,
19th Ward Office,10402 S. Western Ave.,Chicago,60643,,,,
13th Ward-West Lawn Park,4233 W. 65th St.,Chicago,60629,,,,
Walgreens,7109 S JEFFERY BLVD,CHICAGO,60649,,,,
CVS/pharmacy,6150 N BROADWAY ST,Chicago,60660,,,,
33rd Ward Office,3001 W. Irving Park Rd.,Chicago,60618,,,,
Walgreens,4040 N CICERO AVE,Chicago,60641,,,,
Walgreens,201 W MADISON ST,CHICAGO,60606,,,,
Physicians Immediate Care,600 W. Adams St.,Chicago,60661,,,,
10th Ward Office,10500 S. Ewing Ave.,Chicago,60617,,,,
CVS/pharmacy,2414 NORTH LINCOLN AVENUE,Chicago,60614,,,,
CVS/pharmacy,5205 NORTH BROADWAY STREET,CHICAGO,60640,,,,
Walgreens,4817 W FULLERTON AVE,Chicago,60639,,,,
Walgreens,641 N CLARK ST,Chicago,60654,,,,
CVS/pharmacy,1211 WEST ROOSEVELT ROAD,Chicago,60608,,,,
Walgreens,191 N CLARK ST,CHICAGO,60601,,,,
Walgreens,650 W 63RD ST,CHICAGO,60621,,,,
Walgreens,11 E 75TH ST,CHICAGO,60619,,,,
CVS/pharmacy,2414 NORTH LINCOLN AVENUE,Chicago,60614,,,,
48th Ward Office,5533 N BROADWAY,CHICAGO,60640,,,,
6th Ward Office,8001 S. M L King Drive,Chicago,60619,,,,
6th Ward Office,706 E. 79th St.,Chicago,60619,,,,
CVS/pharmacy,2634 SOUTH PULASKI ROAD,Chicago,60623,,,,
Walgreens,10300 S MICHIGAN AVE,Chicago,60628,,,,
Walgreens,7155 W FOSTER AVE,CHICAGO,60656,,,,
29th Ward Office,6272 W. North Ave.,Chicago,60639,,,,
Walgreens,5753 N CANFIELD AVE,CHICAGO,60631,,,,
Walgreens,2317 N CLARK ST,Chicago,60614,,,,
CVS/pharmacy,6417 WEST HIGGINS AVENUE,CHICAGO,60656,,,,
50th Ward Office,2949 W DEVON AVE,CHICAGO,60659,,,,
Walgreens,3611 E 106TH ST,Chicago,60617,,,,
CVS/pharmacy,1819 NORTH HARLEM AVENUE,CHICAGO,60707,,,,
Englewood Neighborhood Health Center,641 W 63RD ST,CHICAGO,60621,,,,
Lower West WIC,1713 S. Ashland Ave.,Chicago,60608,,,,
Walgreens,5414 S ARCHER AVE,CHICAGO,60638,,,,
CVS/pharmacy,1165 NORTH CLARK STREET,CHICAGO,60610,,,,
MinuteClinic Inside CVS/pharmacy Store # 08750,4801 NORTH CENTRAL AVENUE,CHICAGO,60630,,,,
Arturo Velasquez Institute-Family Flu Day,2800 S. Western Ave.,Chicago,60608,,,,
Jewel-Osco 3262,4660 W Irving Park Rd,Chicago,60641,,,,
Walgreens,3401 W ROOSEVELT RD,Chicago,60624,,,,
CVS/pharmacy,2828 N. CLARK STREET,CHICAGO,60657,,,,
Walgreens,151 N STATE ST,Chicago,60601,,,,
3rd Ward-Mt. Pisgah Baptist Church,4622 S KING DRIVE,CHICAGO,60653,,,,
13th Ward-West Lawn Park,4233 W. 65th St.,Chicago,60629,,,,
Jewel-Osco 3241,1343 North Paulina,Chicago,60622,,,,
CVS/pharmacy,2427 WEST CHICAGO AVENUE,CHICAGO,60622,,,,
Walgreens,3320 W FULLERTON AVE,Chicago,60647,,,,
Walgreens,1213 W 79TH ST,Chicago,60620,,,,
CVS/pharmacy,1713 SOUTH ASHLAND AVENUE,Chicago,60608,,,,
CVS/pharmacy,1713 SOUTH ASHLAND AVENUE,Chicago,60608,,,,
CVS/pharmacy,1228 E 53RD ST,CHICAGO,60615,,,,
31st Ward-St. Genevieve Church,2451 N LAMON AVE,CHICAGO,60639,,,,
29th Ward Office,6272 W. North Ave.,Chicago,60639,,,,
Walgreens,953 W IRVING PARK RD,CHICAGO,60613,,,,
Walgreens,2817 N CLARK ST,CHICAGO,60657,,,,
CVS/pharmacy,4051 NORTH LINCOLN AVENUE,Chicago,60618,,,,
Walgreens,7510 N WESTERN AVE,CHICAGO,60645,,,,
CVS/pharmacy,3033 NORTH BROADWAY STREET,Chicago,60657,,,,
Walgreens,7544 S STONY ISLAND AVE,CHICAGO,60649,,,,
Walgreens,79 W MONROE ST,CHICAGO,60603,,,,
Walgreens,5230 N MILWAUKEE AVE,Chicago,60630,,,,
Wright College-Family Flu Day,4300 N. Narragansett Ave.,Chicago,60634,,,,
Walgreens,410 N. MICHIGAN,CHICAGO,60611,,,,
Walgreens,5935 W ADDISON ST,CHICAGO,60634,,,,
Walgreens,3800 W MADISON ST STE 101,CHICAGO,60624,,,,
Walgreens,250 S WACKER DR,CHICAGO,60606,,,,
34th Ward Office,507 W. 111th St.,Chicago,60628,,,,
37th Ward Office,4922 W. Chicago Ave.,Chicago,60651,,,,
Physicians Immediate Care,4211 N. Cicero Ave.,Chicago,60641,,,,
Walgreens,3019 W PETERSON AVE,Chicago,60659,,,,
CVS/pharmacy,9142 SOUTH CHICAGO AVENUE,CHICAGO,60617,,,,
Walgreens,5440 N CLARK ST,CHICAGO,60640,,,,
CVS/pharmacy,1211 WEST ROOSEVELT ROAD,Chicago,60608,,,,
Walgreens,2924 E 92ND ST,Chicago,60617,,,,
CVS/pharmacy,8639 SOUTH CICERO AVENUE,Chicago,60652,,,,
CVS/pharmacy,137 S STATE ST,Chicago,60603,,,,
Walgreens,1601 N MILWAUKEE AVE,CHICAGO,60647,,,,
48th Ward Office,5533 N. Broadway St.,Chicago,60640,,,,
4th Ward-Oak Shores Community Center,3825 S. Vincennes Ave.,Chicago,60653,,,,
Walgreens,4343 N KEDZIE AVE,CHICAGO,60618,,,,
Walgreens,3046 N HALSTED ST,CHICAGO,60657,,,,
43rd Ward DePaul University,2400 N SHEFFIELD AVE,CHICAGO,60614,,,,
Walgreens,6809 W BELMONT AVE,CHICAGO,60634,,,,
Chicago Police Department - 25th District,5555 W. Grand Ave.,Chicago,60639,,,,
CVS/pharmacy,205 NORTH COLUMBUS DRIVE,Chicago,60601,,,,
Walgreens,4700 S HALSTED ST,CHICAGO,60609,,,,
Walgreens,6330 S KING DR,CHICAGO,60637,,,,
CVS/pharmacy,771 NORTH OGDEN AVENUE,Chicago,60622,,,,
CVS/pharmacy,3156 WEST 103RD STREET,CHICAGO,60655,,,,
Walgreens,3401 W ROOSEVELT RD,Chicago,60624,,,,
Chicago Police Department - Area South,727 E. 111th St.,Chicago,60628,,,,
